run,label,frame,reward,smoothed_reward
rlgames-lstm-sapg-seed0,rl_games LSTM,21725184,9.23777961730957,36.14138262210464
rlgames-lstm-sapg-seed0,rl_games LSTM,21823488,9.282402992248535,36.02093876726224
rlgames-lstm-sapg-seed0,rl_games LSTM,21921792,9.438945770263672,35.90226915566849
rlgames-lstm-sapg-seed0,rl_games LSTM,22020096,12.974127769470215,35.80036630506317
rlgames-lstm-sapg-seed0,rl_games LSTM,22118400,13.10489559173584,35.69994386827853
rlgames-lstm-sapg-seed0,rl_games LSTM,22216704,13.280747413635254,35.60118088830213
rlgames-lstm-sapg-seed0,rl_games LSTM,22315008,13.315323829650879,35.503435901202785
rlgames-lstm-sapg-seed0,rl_games LSTM,22413312,13.315323829650879,35.406544582113035
rlgames-lstm-sapg-seed0,rl_games LSTM,22511616,13.307445526123047,35.31046154273917
rlgames-lstm-sapg-seed0,rl_games LSTM,22609920,13.309505462646484,35.21521930862621
rlgames-lstm-sapg-seed0,rl_games LSTM,22708224,13.307278633117676,35.12078852985247
rlgames-lstm-sapg-seed0,rl_games LSTM,22806528,13.344866752624512,35.02732963810471
rlgames-lstm-sapg-seed0,rl_games LSTM,22904832,13.415722846984863,34.93497234412556
rlgames-lstm-sapg-seed0,rl_games LSTM,23003136,13.468405723571777,34.84362525212321
rlgames-lstm-sapg-seed0,rl_games LSTM,23101440,13.504138946533203,34.75320369998088
rlgames-lstm-sapg-seed0,rl_games LSTM,23199744,13.578981399536133,34.66386098985242
rlgames-lstm-sapg-seed0,rl_games LSTM,23298048,13.71085262298584,34.57582313957147
rlgames-lstm-sapg-seed0,rl_games LSTM,23396352,13.843692779541016,34.489077824257535
rlgames-lstm-sapg-seed0,rl_games LSTM,23494656,13.966972351074219,34.4035690514526
rlgames-lstm-sapg-seed0,rl_games LSTM,23592960,13.990944862365723,34.31886936602071
rlgames-lstm-sapg-seed0,rl_games LSTM,23691264,13.983203887939453,34.234837690491446
rlgames-lstm-sapg-seed0,rl_games LSTM,23789568,14.09720516204834,34.151966774736536
rlgames-lstm-sapg-seed0,rl_games LSTM,23887872,14.10986042022705,34.069826994595104
rlgames-lstm-sapg-seed0,rl_games LSTM,23986176,14.251216888427734,33.98893470844748
rlgames-lstm-sapg-seed0,rl_games LSTM,24084480,14.304868698120117,33.90891817995021
rlgames-lstm-sapg-seed0,rl_games LSTM,24182784,14.332755088806152,33.829662458933434
